Half,Clock,Play,Score,game_id,home_id,away_id,game_date,time,Period
NA,09:06:00,Foul Mikayla Brown(ODU),6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,09:10:00,Turnover (in the paint) Aggies,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,09:17:00,"Turnover lost ball (in the paint) Maleia Bracone(Aggies), steal Mikayla Brown(ODU)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,09:47:00,"2pt jump shot (inside right) missed by Jordan McLaughlin(ODU), rebound defensive Jordyn Dorsey(Aggies)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,10:00:00,Period start,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,10:00:00,Substitution ODU: in Mikayla Brown,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,10:00:00,Substitution ODU: in Jordan McLaughlin,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,10:00:00,Substitution ODU: out Nnenna Orji,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,10:00:00,Substitution ODU: out Mimi McCollister,6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,2
NA,00:00:00,Period end (confirmed),6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,00:00:00,"Turnover bad pass (inside left) Mimi McCollister(ODU), steal Maleia Bracone(Aggies)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,00:16:00,"3pt jump shot (outside left) missed by Talia Davis(Aggies), rebound defensive Nnenna Orji(ODU)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,00:35:00,"3pt jump shot (off turnover) (outside left) missed by Mimi McCollister(ODU), rebound defensive (team) Aggies",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,00:42:00,"Turnover lost ball (back court) D’Mya Tucker(Aggies), steal Kaye Clark(ODU)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,00:52:00,"3pt jump shot (outside left wing) missed by Brenda Fontana(ODU), rebound defensive D’Mya Tucker(Aggies)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:00:00,"Free throw 2 of 2 (off turnover) missed by Chaniya Clark(Aggies), rebound defensive Brenda Fontana(ODU)",6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:00:00,Free throw 1 of 2 (off turnover) made by Chaniya Clark(Aggies),6 - 9,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:00:00,Foul personal (shooting;2 free throws) (in the paint) Nnenna Orji(ODU),6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution ODU: in Joy Campbell,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution ODU: out Jordan McLaughlin,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution Aggies: in Chaniya Clark,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution Aggies: in Talia Davis,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution Aggies: out Paris Locke,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Substitution Aggies: out Laila Acox,6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:16:00,Turnover travel (back court) Jordan McLaughlin(ODU),6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:18:00,"Turnover lost ball (inside left) Laila Acox(Aggies), steal Kaye Clark(ODU)",6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:45:00,"3pt jump shot (outside right) missed by Kaye Clark(ODU), rebound defensive Jordyn Dorsey(Aggies)",6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,01:52:00,"2pt jump shot (off turnover) (inside right wing) made by Maleia Bracone(Aggies), assist Paris Locke(Aggies)",6 - 8,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:11:00,Substitution ODU: in Brenda Fontana,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:11:00,Substitution ODU: out Mikayla Brown,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:11:00,Turnover travel (in the paint) Nnenna Orji(ODU),6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:25:00,Substitution ODU: in Nnenna Orji,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:25:00,Substitution ODU: out Lanetta Williams,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:25:00,"Foul personal (back court) Laila Acox(Aggies), foul on Lanetta Williams(ODU)",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:29:00,"2pt driving layup (off turnover) (in the paint) missed by Laila Acox(Aggies), rebound offensive Paris Locke(Aggies)",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:48:00,"Turnover lost ball Mimi McCollister(ODU), steal Maleia Bracone(Aggies)",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:48:00,Jump ball held ball Aggies,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:10:00,Substitution ODU: in Kaye Clark,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:10:00,Substitution ODU: out Halima Salat,6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:10:00,"2pt driving layup (off turnover) (in the paint) missed by Maleia Bracone(Aggies), rebound defensive (team) ODU",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:17:00,"Turnover bad pass (in the paint) Jordan McLaughlin(ODU), steal Maleia Bracone(Aggies)",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:22:00,"2pt jump shot (2nd chance) (inside right) missed by Jordan McLaughlin(ODU), rebound offensive (team) ODU",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:31:00,"3pt jump shot (outside left) missed by Halima Salat(ODU), rebound offensive Lanetta Williams(ODU)",6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Free throw 2 of 2 (fast break;off turnover) made by Jordyn Dorsey(Aggies),6 - 6,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Free throw 1 of 2 (fast break;off turnover) made by Jordyn Dorsey(Aggies),6 - 5,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Substitution ODU: in Mimi McCollister,6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Substitution ODU: out Kaye Clark,6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Substitution Aggies: in D’Mya Tucker,6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Substitution Aggies: out Talia Davis,6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:41:00,Foul personal (shooting;2 free throws) (under the basket) Lanetta Williams(ODU),6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,03:49:00,"Turnover bad pass (under the basket) Halima Salat(ODU), steal Maleia Bracone(Aggies)",6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,04:09:00,2pt driving layup (off turnover;fast break) (under the basket) made by Jordyn Dorsey(Aggies),6 - 4,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,04:16:00,"Turnover bad pass (outside right) Halima Salat(ODU), steal Laila Acox(Aggies)",6 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,04:26:00,"2pt jump shot (inside left wing) missed by Laila Acox(Aggies), rebound defensive Kaye Clark(ODU)",6 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,04:52:00,"2pt driving layup (in the paint) made by Mikayla Brown(ODU), assist Kaye Clark(ODU)",6 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:09:00,"3pt jump shot (off turnover) (outside left wing) missed by Maleia Bracone(Aggies), rebound defensive Mikayla Brown(ODU)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:17:00,"Turnover bad pass (outside right) Kaye Clark(ODU), steal Talia Davis(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution ODU: in Halima Salat,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution ODU: out Mimi McCollister,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution Aggies: in Maleia Bracone,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution Aggies: in Laila Acox,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution Aggies: out Chaniya Clark,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Substitution Aggies: out D’Mya Tucker,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:25:00,Turnover out of bounds (outside left) D’Mya Tucker(Aggies),4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:37:00,"2pt jump shot (off turnover) (inside left) missed by Mimi McCollister(ODU), rebound defensive Paris Locke(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:50:00,Substitution ODU: in Mikayla Brown,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:50:00,Substitution ODU: out Brenda Fontana,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,05:50:00,Turnover out of bounds (inside left) Paris Locke(Aggies),4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:06:00,"Foul personal (back court) Kaye Clark(ODU), foul on Jordyn Dorsey(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:09:00,"3pt jump shot (outside left wing) missed by Kaye Clark(ODU), rebound defensive Jordyn Dorsey(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:19:00,"3pt jump shot (2nd chance) (outside left) missed by D’Mya Tucker(Aggies), rebound defensive Lanetta Williams(ODU)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:30:00,Substitution ODU: in Lanetta Williams,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:30:00,Substitution ODU: out Simone Cunningham,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:30:00,"Foul personal (under the basket) Simone Cunningham(ODU), foul on Paris Locke(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:32:00,"2pt jump shot (2nd chance) (inside left) missed by D’Mya Tucker(Aggies), rebound offensive Paris Locke(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,06:55:00,"3pt jump shot (outside left) missed by Jordyn Dorsey(Aggies), rebound offensive D’Mya Tucker(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:13:00,Substitution Aggies: in Paris Locke,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:13:00,Substitution Aggies: out Maleia Bracone,4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:13:00,"Foul personal (back court) Simone Cunningham(ODU), foul on Chaniya Clark(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:13:00,"2pt layup (2nd chance;off turnover) (under the basket) missed by Simone Cunningham(ODU), rebound defensive Chaniya Clark(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:21:00,"2pt driving layup (off turnover) (under the basket) missed by Jordan McLaughlin(ODU), rebound offensive Simone Cunningham(ODU)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:26:00,"Turnover lost ball (outside center) Maleia Bracone(Aggies), steal Simone Cunningham(ODU)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:31:00,"Free throw 1 of 1 (fast break) missed by Simone Cunningham(ODU), rebound defensive Maleia Bracone(Aggies)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:31:00,Foul personal (shooting;1 free throw) (under the basket) Chaniya Clark(Aggies),4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:31:00,"2pt driving layup (fast break) (under the basket) made by Simone Cunningham(ODU), assist Jordan McLaughlin(ODU)",4 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,07:38:00,"2pt driving layup (blocked) (in the paint) missed by Maleia Bracone(Aggies), block Simone Cunningham(ODU), rebound defensive Jordan McLaughlin(ODU)",2 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,08:06:00,"2pt layup (under the basket) made by Brenda Fontana(ODU), assist Kaye Clark(ODU)",2 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,08:19:00,"3pt jump shot (outside left) missed by D’Mya Tucker(Aggies), rebound defensive Kaye Clark(ODU)",0 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,08:29:00,"3pt jump shot (outside left) missed by Mimi McCollister(ODU), rebound defensive Jordyn Dorsey(Aggies)",0 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,08:37:00,"2pt driving layup (off turnover) (in the paint) missed by Maleia Bracone(Aggies), rebound defensive Kaye Clark(ODU)",0 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,08:45:00,"Turnover lost ball (under the basket) Kaye Clark(ODU), steal Chaniya Clark(Aggies)",0 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,09:02:00,2pt driving layup (off turnover;fast break) (under the basket) made by Maleia Bracone(Aggies),0 - 2,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,09:07:00,"Turnover bad pass (in the paint) Simone Cunningham(ODU), steal Maleia Bracone(Aggies)",0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,09:18:00,Turnover out of bounds (outside right) Talia Davis(Aggies),0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,09:44:00,"3pt jump shot (outside left) missed by Mimi McCollister(ODU), rebound defensive (team) Aggies",0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,10:00:00,"Jump ball start period, won Simone Cunningham(ODU), lost Chaniya Clark(Aggies)",0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,10:00:00,Period start,0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,10:00:00,Game start,0 - 0,5254426,560959,561001,2024-03-24,2024-03-25,1
NA,02:45:00,"2pt pull up jump shot (off turnover) (inside center) missed by Jada Walker(Bears), rebound defensive Clara Strack(Hokies)",68 - 64,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,02:53:00,"Foul personal (back court) Cayla King(Hokies), foul on Sarah Andrews(Bears)",68 - 64,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,02:53:00,"Turnover bad pass (back court) Georgia Amoore(Hokies), steal Sarah Andrews(Bears)",68 - 64,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,03:05:00,2pt pull up jump shot (inside left) made by Jada Walker(Bears),68 - 64,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,03:26:00,2pt driving layup (off turnover) (under the basket) made by Cayla King(Hokies),66 - 64,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,03:46:00,Substitution Bears: in Denae Fritz,66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,03:46:00,Substitution Bears: out Jana Van Gytenbeek,66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,03:46:00,"Foul offensive (back court) Aijha Blackwell(Bears), turnover offensive Aijha Blackwell(Bears), foul on Clara Strack(Hokies)",66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:02:00,Substitution Bears: in Sarah Andrews,66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:02:00,Substitution Bears: out Yaya Felder,66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:14:00,"2pt floating jump shot (inside right) missed by Georgia Amoore(Hokies), rebound defensive Aijha Blackwell(Bears)",66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:45:00,"2pt layup (2nd chance) (under the basket) made by Darianna Littlepage-Buggs(Bears), assist Jada Walker(Bears)",66 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:48:00,Substitution Bears: in Yaya Felder,64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:48:00,Substitution Bears: out Sarah Andrews,64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:48:00,Timeout commercial,64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:48:00,Jump ball held ball Bears,64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,04:58:00,"3pt jump shot (outside left) missed by Sarah Andrews(Bears), rebound offensive Darianna Littlepage-Buggs(Bears)",64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,05:23:00,2pt driving layup (in the paint) made by Matilda Ekh(Hokies),64 - 62,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,05:42:00,2pt pull up jump shot (inside right) made by Jada Walker(Bears),64 - 60,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,05:51:00,"Free throw 2 of 2 missed by Clara Strack(Hokies), rebound defensive Aijha Blackwell(Bears)",62 - 60,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,05:51:00,Free throw 1 of 2 made by Clara Strack(Hokies),62 - 60,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,05:51:00,"Foul personal (shooting;2 free throws) (under the basket) Aijha Blackwell(Bears), foul on Clara Strack(Hokies)",62 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,06:01:00,"2pt driving layup (blocked) (under the basket) missed by Sarah Andrews(Bears), block Matilda Ekh(Hokies), rebound defensive Olivia Summiel(Hokies)",62 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,06:20:00,"2pt layup (under the basket) missed by Clara Strack(Hokies), rebound defensive Aijha Blackwell(Bears)",62 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,06:39:00,2pt layup (2nd chance) (under the basket) made by Darianna Littlepage-Buggs(Bears),62 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,06:42:00,"2pt driving layup (in the paint) missed by Jada Walker(Bears), rebound offensive Darianna Littlepage-Buggs(Bears)",60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,06:53:00,"3pt jump shot (off turnover) (outside center) missed by Cayla King(Hokies), rebound defensive Aijha Blackwell(Bears)",60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Bears: in Aijha Blackwell,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Bears: in Darianna Littlepage-Buggs,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Bears: out Dre'una Edwards,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Bears: out Bella Fontleroy,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Hokies: in Olivia Summiel,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Substitution Hokies: out Carleigh Wenzel,60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:05:00,Turnover travel (inside right) Dre'una Edwards(Bears),60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:14:00,"2pt driving layup (under the basket) made by Clara Strack(Hokies), assist Georgia Amoore(Hokies)",60 - 59,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:36:00,"3pt jump shot (outside right) missed by Sarah Andrews(Bears), rebound defensive Clara Strack(Hokies)",60 - 57,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,07:59:00,2pt driving layup (under the basket) made by Cayla King(Hokies),60 - 57,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,08:16:00,"3pt jump shot (off turnover) (outside left) missed by Bella Fontleroy(Bears), rebound defensive Clara Strack(Hokies)",60 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,08:21:00,"Turnover lost ball (back court) Clara Strack(Hokies), steal Dre'una Edwards(Bears)",60 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,08:25:00,"2pt floating jump shot (off turnover) (in the paint) missed by Sarah Andrews(Bears), rebound defensive Clara Strack(Hokies)",60 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,08:32:00,Turnover lost ball (inside right) Matilda Ekh(Hokies),60 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,08:48:00,"2pt layup (under the basket) made by Bella Fontleroy(Bears), assist Sarah Andrews(Bears)",60 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:04:00,"3pt jump shot (outside left wing) made by Matilda Ekh(Hokies), assist Carleigh Wenzel(Hokies)",58 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:19:00,Free throw 1 of 1 made by Jada Walker(Bears),58 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:19:00,Foul personal (shooting;1 free throw) (under the basket) Carleigh Wenzel(Hokies),57 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:19:00,2pt driving layup (under the basket) made by Jada Walker(Bears),58 - 55,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:25:00,"2pt turnaround jump shot (in the paint) missed by Matilda Ekh(Hokies), rebound defensive Bella Fontleroy(Bears)",55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,09:43:00,"Foul personal (inside right) Dre'una Edwards(Bears), foul on Clara Strack(Hokies)",55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,10:00:00,Period start,55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,10:00:00,Substitution Hokies: in Clara Strack,55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,10:00:00,Substitution Hokies: out Carys Baker,55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,4
NA,00:00:00,Period end (confirmed),55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:00:00,3pt jump shot (back court) made by Jada Walker(Bears),55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:07:00,"3pt jump shot (outside left) made by Carleigh Wenzel(Hokies), assist Matilda Ekh(Hokies)",52 - 52,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:30:00,Substitution Hokies: in Carys Baker,52 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:30:00,Substitution Hokies: out Rose Micheaux,52 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:30:00,Free throw 2 of 2 made by Jada Walker(Bears),52 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:30:00,Free throw 1 of 2 made by Jada Walker(Bears),52 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:30:00,"Foul personal (2 free throws) (back court) Rose Micheaux(Hokies), foul on Jada Walker(Bears)",50 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:31:00,"2pt driving layup (off turnover) (in the paint) missed by Georgia Amoore(Hokies), rebound offensive Rose Micheaux(Hokies), rebound defensive dead ball Bears",50 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,00:49:00,Turnover lost ball (inside left) Sarah Andrews(Bears),50 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:01:00,Turnover bad pass (in the paint) Carleigh Wenzel(Hokies),50 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:15:00,2pt layup (2nd chance) (under the basket) made by Bella Fontleroy(Bears),50 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:19:00,"2pt pull up jump shot (inside center) missed by Jada Walker(Bears), rebound offensive Bella Fontleroy(Bears)",48 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Free throw 2 of 2 made by Carleigh Wenzel(Hokies),48 - 49,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,"Free throw 1 of 2 missed by Carleigh Wenzel(Hokies), rebound offensive dead ball Hokies",48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Substitution Bears: in Sarah Andrews,48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Substitution Bears: in Bella Fontleroy,48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Substitution Bears: out Yaya Felder,48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Substitution Bears: out Denae Fritz,48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:32:00,Foul personal (2 free throws) (inside right) Jana Van Gytenbeek(Bears),48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,01:47:00,"2pt driving layup (in the paint) missed by Jada Walker(Bears), rebound defensive Rose Micheaux(Hokies)",48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:06:00,"2pt layup (in the paint) made by Rose Micheaux(Hokies), assist Georgia Amoore(Hokies)",48 - 48,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:24:00,"Free throw 2 of 2 (off turnover) missed by Dre'una Edwards(Bears), rebound defensive Matilda Ekh(Hokies)",48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:25:00,"Free throw 1 of 2 (off turnover) missed by Dre'una Edwards(Bears), rebound offensive dead ball Bears",48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:25:00,"Foul personal (shooting;2 free throws) (inside right) Rose Micheaux(Hokies), foul on Dre'una Edwards(Bears)",55 - 52,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:37:00,Turnover shot clock (team) (inside left wing) Hokies,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:37:00,"2pt jump shot (2nd chance;blocked) (inside left wing) missed by Rose Micheaux(Hokies), block Dre'una Edwards(Bears), rebound offensive dead ball Hokies",48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,02:39:00,"2pt jump shot (inside right) missed by Carleigh Wenzel(Hokies), rebound offensive Rose Micheaux(Hokies)",48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Bears: in Jana Van Gytenbeek,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Bears: in Denae Fritz,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Bears: out Sarah Andrews,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Bears: out Bella Fontleroy,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Hokies: in Carleigh Wenzel,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Substitution Hokies: out Carys Baker,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:02:00,Timeout short Hokies,48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:09:00,"2pt driving layup (under the basket) missed by Sarah Andrews(Bears), rebound defensive Rose Micheaux(Hokies)",48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
NA,03:24:00,2pt pull up jump shot (inside right) made by Matilda Ekh(Hokies),48 - 46,5254196,561196,560611,2024-03-24,2024-03-25,3
