time,loc_y,loc_x,shot_team_id,shot_outcome,play_id,description,game_id,home_id,away_id,game_date,full_name,team_id,team_name
2024-04-09,15.98,27.77499961853025,164,FALSE,112410947,'1st 16:48 : 2pt pull up jump shot (in the paint) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.749199838638304,22.70499992370605,164,TRUE,112410950,'1st 16:25 : 2pt dunk (off turnover) (under the basket) made by Donovan Clingan(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,11.289402008056657,28.2800006866455,559,TRUE,112410952,'1st 16:05 : 2pt hook shot (in the paint) made by Zach Edey(Purdue) 9-9',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.841000089645384,9.32500076293945,164,TRUE,112410953,'1st 15:36 : 2pt jump shot (inside right wing) made by Cam Spencer(UConn) 9-11',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,12.906203155517574,25.60499954223635,559,FALSE,112410954,'1st 15:16 : 2pt hook shot (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,6.890199928283687,21.01499938964845,164,FALSE,112410956,'1st 15:10 : 2pt layup (in the paint) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.356599426269497,24.89999961853025,559,TRUE,112410964,'1st 14:51 : 2pt alley oop (off turnover) (under the basket) made by Zach Edey(Purdue) 11-11',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,3.0831999731063835,47.63499999046326,164,TRUE,112410966,'1st 14:23 : 3pt jump shot (outside left wing) made by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,5.865597991943346,20.11499977111815,559,FALSE,112410968,'1st 13:59 : 2pt driving layup (in the paint) missed by Braden Smith(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,8.948796844482416,30.11499977111815,164,FALSE,112411246,'2nd 10:37 : 2pt jump shot (off turnover) (in the paint) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,27.27879684448243,13.210000038146951,164,FALSE,112411248,'2nd 10:33 : 3pt jump shot (2nd chance;off turnover) (outside right) missed by Hassan Diarra(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,15.838998565673831,45.8849983215332,164,TRUE,112411258,'2nd 09:53 : 3pt jump shot (outside left) made by Alex Karaban(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,5.86559978485107,18.6200008392334,559,FALSE,112411260,'2nd 09:33 : 2pt jump shot (inside right) missed by Fletcher Loyer(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,13.347999820709196,23.9699993133545,164,FALSE,112410974,'1st 13:41 : 2pt jump shot (blocked) (in the paint) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.0160000896453845,22.13999938964845,164,FALSE,112410977,'1st 13:33 : 2pt driving layup (2nd chance;blocked) (under the basket) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,28.15300071716313,14.95999908447265,164,FALSE,112410980,'1st 13:29 : 3pt step back jump shot (2nd chance) (outside right) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,15.980000000000004,24.89999961853025,559,TRUE,112410982,'1st 13:05 : 2pt hook shot (in the paint) made by Zach Edey(Purdue) 13-14',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,10.706600322723432,20.0300006866455,164,TRUE,112410983,'1st 12:46 : 2pt floating jump shot (in the paint) made by Hassan Diarra(UConn) 13-16',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,9.9734005737305,27.29500007629395,559,TRUE,112410984,'1st 12:19 : 2pt jump shot (in the paint) made by Zach Edey(Purdue) 15-16',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,8.356599426269497,23.77499961853025,164,TRUE,112411262,'2nd 09:27 : 2pt layup (fast break) (under the basket) made by Hassan Diarra(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,10.706600322723432,21.86000061035155,559,TRUE,112411265,'2nd 09:13 : 2pt hook shot (in the paint) made by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,20.37920028686524,5.6050000190735005,164,TRUE,112411267,'2nd 08:39 : 3pt jump shot (outside right) made by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,24.787800788879395,20.0300006866455,559,FALSE,112411269,'2nd 08:21 : 2pt pull up jump shot (inside center) missed by Braden Smith(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.549596557617164,47.01499938964845,164,FALSE,112411271,'2nd 08:04 : 3pt jump shot (outside left wing) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.21559799194334,22.64999961853025,164,FALSE,112411284,'2nd 07:43 : 2pt alley oop (under the basket) missed by Samson Johnson(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.890199928283687,22.5650005340576,164,TRUE,112410992,'1st 11:59 : 2pt layup (under the basket) made by Hassan Diarra(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,27.128400573730502,36.310001373291,559,FALSE,112410994,'1st 11:33 : 3pt jump shot (outside left) missed by Myles Colvin(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,8.64799713134768,17.01499938964845,559,TRUE,112411006,'1st 11:09 : 2pt floating jump shot (2nd chance) (inside right) made by Braden Smith(Purdue) 18-18',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,14.37259996414182,17.20999908447265,164,FALSE,112411007,'1st 10:47 : 2pt pull up jump shot (inside right) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,16.572197418212923,12.085000038146951,559,FALSE,112411009,'1st 10:38 : 2pt pull up jump shot (inside right) missed by Braden Smith(Purdue) 18-18',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,7.77380043029785,18.89999961853025,164,FALSE,112411011,'1st 10:23 : 2pt jump shot (inside right) missed by Hassan Diarra(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.890199928283687,25.6599998474121,559,TRUE,112411286,'2nd 07:31 : 2pt dunk (under the basket) made by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.841001434326174,23.77499961853025,164,TRUE,112411288,'2nd 07:04 : 2pt dunk (under the basket) made by Alex Karaban(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,29.18700286865233,33.20999908447265,164,FALSE,112411295,'2nd 06:20 : 3pt step back jump shot (off turnover) (outside center) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,10.706599426269491,27.7199993133545,164,TRUE,112411297,'2nd 06:00 : 2pt layup (2nd chance;off turnover) (in the paint) made by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,30.06119956970212,22.8449993133545,559,FALSE,112411299,'2nd 05:41 : 3pt jump shot (outside center) missed by Fletcher Loyer(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,9.240201721191426,22.79000091552735,559,FALSE,112411014,'1st 10:18 : 2pt layup (blocked) (in the paint) missed by Fletcher Loyer(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,3.0831999731063835,2.564998626709,164,TRUE,112411017,'1st 10:10 : 3pt jump shot (outside right wing) made by Hassan Diarra(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.749199838638304,29.1849994659424,164,FALSE,112411032,'1st 09:24 : 2pt layup (in the paint) missed by Donovan Clingan(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.356599426269497,31.3799991607666,559,TRUE,112411034,'1st 09:13 : 2pt floating jump shot (inside left) made by Braden Smith(Purdue) 21-21',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,28.011999282836868,34.2550001144409,164,FALSE,112411035,'1st 08:45 : 3pt jump shot (outside left) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,17.74719741821292,24.3400001525879,164,TRUE,112411312,'2nd 05:12 : 2pt pull up jump shot (in the paint) made by Cam Spencer(UConn) 47-65',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,9.531600322723431,23.9699993133545,559,TRUE,112411313,'2nd 04:53 : 2pt hook shot (under the basket) made by Zach Edey(Purdue) 49-65',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,28.3034005737305,18.13999938964845,164,FALSE,112411315,'2nd 04:37 : 3pt jump shot (outside center) missed by Alex Karaban(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,14.081199569702122,20.5900001525879,559,FALSE,112411317,'2nd 04:21 : 2pt hook shot (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,12.172997131347673,20.67499923706055,559,TRUE,112411048,'1st 08:07 : 2pt hook shot (off turnover) (in the paint) made by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.69059978485107,47.63499999046326,164,FALSE,112411050,'1st 07:34 : 3pt jump shot (outside left wing) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,21.11239913940433,20.39500045776365,559,FALSE,112411052,'1st 07:24 : 2pt pull up jump shot (inside center) missed by Braden Smith(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,6.890199928283687,18.3400001525879,164,TRUE,112411054,'1st 07:12 : 2pt jump shot (inside right) made by Tristen Newton(UConn) 23-23',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.065199928283686,22.5650005340576,164,TRUE,112411061,'1st 06:38 : 2pt layup (off turnover) (under the basket) made by Donovan Clingan(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,17.01399856567383,21.23999977111815,559,FALSE,112411066,'1st 06:24 : 2pt floating jump shot (in the paint) missed by Fletcher Loyer(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,6.890199928283687,22.8449993133545,164,FALSE,112411073,'1st 06:11 : 2pt layup (off turnover;blocked) (under the basket) missed by Donovan Clingan(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,16.280799713134755,26.0300006866455,559,FALSE,112411076,'1st 05:57 : 2pt floating jump shot (in the paint) missed by Fletcher Loyer(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,5.640000000000001,25,559,TRUE,112411078,'1st 05:47 : 2pt layup (2nd chance) (under the basket) made by Zach Edey(Purdue) 25-26',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,14.513599605560303,23.9699993133545,164,TRUE,112411081,'1st 05:22 : 2pt jump shot (in the paint) made by Donovan Clingan(UConn) 25-28',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,11.731203155517576,23.4950008392334,559,FALSE,112411082,'1st 04:58 : 2pt hook shot (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,6.598799982070919,23.54999923706055,164,TRUE,112411084,'1st 04:43 : 2pt layup (under the basket) made by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,9.822997131347677,21.52000045776365,559,FALSE,112411086,'1st 04:20 : 2pt jump shot (in the paint) missed by Trey Kaufman-Renn(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,14.081203155517583,26.0300006866455,559,FALSE,112411092,'1st 04:16 : 2pt hook shot (2nd chance) (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,33.14439842224121,22.8449993133545,164,FALSE,112411094,'1st 04:09 : 3pt jump shot (outside center) missed by Alex Karaban(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,15.54760086059566,21.7199993133545,164,TRUE,112411099,'1st 03:29 : 2pt floating jump shot (off turnover) (in the paint) made by Stephon Castle(UConn) 25-32',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,21.55420028686524,28.2800006866455,559,TRUE,112411100,'1st 03:09 : 2pt pull up jump shot (inside center) made by Braden Smith(Purdue) 27-32',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,23.46239913940434,7.860000133514397,559,TRUE,112411104,'1st 02:18 : 3pt pull up jump shot (off turnover) (outside right) made by Braden Smith(Purdue) 30-32',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,14.37259996414182,20.875,164,TRUE,112411108,'1st 02:00 : 2pt floating jump shot (in the paint) made by Tristen Newton(UConn) 30-34',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.21559799194334,22.08499908447265,559,FALSE,112411109,'1st 01:36 : 2pt jump shot (under the basket) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,8.64799713134768,21.52000045776365,559,FALSE,112411112,'1st 01:33 : 2pt jump shot (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,19.298198852539088,10.39500045776365,559,FALSE,112411116,'1st 01:30 : 2pt jump shot (2nd chance;blocked) (inside right) missed by Mason Gillis(Purdue) 30-34',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,26.949800071716265,37.75,164,FALSE,112411120,'1st 01:06 : 3pt jump shot (outside left) missed by Donovan Clingan(UConn) 30-36',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.448400125503536,27.77499961853025,164,FALSE,112411122,'1st 00:49.70 : 2pt layup (2nd chance) (under the basket) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,5.64,25,164,TRUE,112411124,'1st 00:46.50 : 2pt layup (2nd chance) (under the basket) made by Stephon Castle(UConn) 30-36',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,11.148399677276569,26.64999961853025,164,FALSE,112411127,'1st 00:03.30 : 2pt jump shot (off turnover) (in the paint) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.890199928283687,26.79000091552735,559,FALSE,112411137,'2nd 19:39 : 2pt jump shot (under the basket) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,15.838998565673831,25.04000091552735,164,FALSE,112411139,'2nd 19:28 : 2pt jump shot (in the paint) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,27.034402008056674,11.965000152587898,164,TRUE,112411141,'2nd 19:21 : 3pt jump shot (2nd chance) (outside right) made by Tristen Newton(UConn) 30-39',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,6.749199838638304,24.8150005340576,559,FALSE,112411145,'2nd 18:45 : 2pt dunk (under the basket) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,30.944798278808584,32.79000091552735,164,FALSE,112411147,'2nd 18:37 : 3pt step back jump shot (outside center) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,9.531600322723431,25.52000045776365,559,TRUE,112411149,'2nd 18:25 : 2pt layup (under the basket) made by Trey Kaufman-Renn(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,19.64600143432617,26.17000007629395,164,FALSE,112411151,'2nd 17:59 : 2pt pull up jump shot (in the paint) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,21.845599784851107,17.49499893188475,559,FALSE,112411153,'2nd 17:46 : 2pt pull up jump shot (inside right) missed by Braden Smith(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.690597991943335,24.0550003051758,164,TRUE,112411155,'2nd 17:38 : 2pt layup (under the basket) made by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,4.690597991943335,47.435001373291,164,FALSE,112411160,'2nd 17:05 : 3pt jump shot (off turnover) (outside left wing) missed by Tristen Newton(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,14.222200107574446,25.3799991607666,559,FALSE,112411172,'2nd 16:40 : 2pt hook shot (in the paint) missed by Zach Edey(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,5.64,25,559,TRUE,112411174,'2nd 16:34 : 2pt dunk (2nd chance) (under the basket) made by Camden Heide(Purdue) 34-41',5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,17.44639770507807,17.295000076293952,164,FALSE,112411175,'2nd 16:16 : 2pt pull up jump shot (inside right) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,8.21559799194334,23.20999908447265,164,FALSE,112411177,'2nd 16:11 : 2pt layup (2nd chance) (under the basket) missed by Stephon Castle(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,5.640000000000001,25,164,TRUE,112411179,'2nd 16:08 : 2pt layup (2nd chance) (under the basket) made by Stephon Castle(UConn) 34-43',5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,27.419798278808585,34.9000015258789,164,FALSE,112411187,'2nd 15:32 : 3pt jump shot (off turnover) (outside left) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,7.914798278808576,24.6200008392334,164,TRUE,112411189,'2nd 15:23 : 2pt alley oop (2nd chance;off turnover) (under the basket) made by Samson Johnson(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,18.038600502014145,46.22499990463257,559,FALSE,112411191,'2nd 15:02 : 3pt jump shot (outside left) missed by Mason Gillis(Purdue),5254137,560851,561044,2024-04-08,Purdue Boilermakers,561044,Purdue
2024-04-09,4.690597991943335,26.3099994659424,164,TRUE,112411195,'2nd 14:40 : 2pt alley oop (under the basket) made by Samson Johnson(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,32.55219741821292,29.4099998474121,164,FALSE,112411203,'2nd 14:02 : 3pt jump shot (outside center) missed by Alex Karaban(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
2024-04-09,16.42180114746091,4.195000171661377,164,FALSE,112411205,'2nd 13:56 : 3pt pull up jump shot (2nd chance) (outside right) missed by Cam Spencer(UConn),5254137,560851,561044,2024-04-08,"UConn Huskies, UConn",560851,UConn
